name,bound_xmin,bound_ymin,bound_xmax,bound_ymax,reprojected_bound_xmin,reprojected_bound_ymin,reprojected_bound_xmax,reprojected_bound_ymax
EPSG:4302: Trinidad 1903,-62.0800,9.8200,-58.5300,11.6800,-62.0800,9.8200,-58.5300,11.6800
EPSG:4303: TC(1948),51.5700,22.6000,54.0000,26.0000,51.5700,22.6000,54.0000,26.0000
EPSG:4304: Voirol 1875,-2.9200,32.0000,9.0900,37.0900,-2.9174,32.0006,9.0926,37.0911
EPSG:4306: Bern 1938,5.9700,45.8300,10.4900,47.8100,5.9700,45.8300,10.4900,47.8100
EPSG:4307: Nord Sahara 1959,-2.9200,32.0000,9.0900,37.0900,-2.9200,32.0000,9.0900,37.0900
EPSG:4308: RT38,10.5700,55.2500,24.1800,69.1000,10.5700,55.2500,24.1800,69.1000
EPSG:4309: Yacare,-58.5100,-37.8700,-50.4500,-30.1200,-58.5096,-37.8698,-50.4499,-30.1200
EPSG:4310: Yoff,-20.2100,9.5000,-11.3700,16.7000,-20.2100,9.5000,-11.3700,16.7000
EPSG:4326: WGS 84,-180.0000,-90.0000,180.0000,90.0000,-180.0000,-90.0000,180.0000,90.0000
EPSG:4615: Porto Santo,-17.2700,32.3900,-16.2500,33.1500,-17.2659,32.3864,-16.2459,33.1464
EPSG:4616: Selvagem Grande,-15.9000,30.1000,-15.8000,30.2000,-15.9000,30.1000,-15.8000,30.2000
EPSG:4618: SAD69,-60.4600,-35.8900,-34.7500,4.5000,-60.4600,-35.8900,-34.7500,4.5000
EPSG:4619: SWEREF99,10.5700,55.2000,24.1800,69.1000,10.5700,55.2000,24.1800,69.1000
EPSG:4620: Point 58,-16.8100,10.0000,22.9700,14.0000,-16.8086,9.9994,22.9707,13.9999
EPSG:4621: Fort Marigot,-63.1800,17.6500,-62.7000,18.2000,-63.1822,17.6537,-62.7022,18.2037
EPSG:4622: Guadeloupe 1948,-61.8000,14.3500,-60.7500,16.5100,-61.8000,14.3500,-60.7500,16.5100
EPSG:4623: CSG67,-54.6500,2.1100,-51.0500,5.9500,-54.6498,2.1090,-51.0500,5.9489
EPSG:4624: RGFG95,-54.6500,2.1100,-49.6200,9.0600,-54.6500,2.1100,-49.6200,9.0600
EPSG:4625: Martinique 1938,-61.2500,14.3800,-60.7900,14.9000,-61.2500,14.3800,-60.7900,14.9000
EPSG:4626: Reunion 1947,55.2000,-21.4000,55.8000,-20.8000,55.2000,-21.4000,55.8000,-20.8000
EPSG:4627: RGR92,37.5800,-25.9200,58.2700,-10.6000,37.5800,-25.9200,58.2700,-10.6000
EPSG:4628: Tahiti 52,-149.9600,-17.9100,-149.0700,-17.4500,-149.9598,-17.9113,-149.0698,-17.4513
EPSG:4629: Tahaa 54,-151.8000,-16.9500,-150.9000,-16.6200,-151.8000,-16.9500,-150.9000,-16.6200
EPSG:4630: IGN72 Nuku Hiva,-140.2500,-9.5000,-139.4500,-8.7500,-140.2500,-9.5000,-139.4500,-8.7500
EPSG:4631: K0 1949,68.5000,-49.7500,70.6000,-48.5000,68.5028,-49.7506,70.6028,-48.5006
EPSG:4632: Combani 1950,44.9700,-13.0000,45.3200,-12.6000,44.9679,-12.9974,45.3179,-12.5974
EPSG:4633: IGN56 Lifou,167.0000,-21.2000,167.5000,-20.7000,167.0000,-21.2000,167.5000,-20.7000
EPSG:4634: IGN72 Grand Terre,163.9000,-22.5000,167.1000,-20.0000,163.9000,-22.5000,167.1000,-20.0000
EPSG:4635: ST87 Ouvea,166.3500,-20.7500,166.7000,-20.3500,166.3500,-20.7505,166.7000,-20.3505
EPSG:4636: Petrels 1972,139.5000,-66.9000,140.5000,-66.5000,139.5086,-66.8999,140.5087,-66.4999
EPSG:4637: Perroud 1950,135.0000,-68.0000,142.0000,-66.0000,135.0075,-68.0001,142.0077,-65.9999
EPSG:4638: Saint Pierre et Miquelon 1950,-58.0200,43.5300,-55.1200,47.3900,-58.0234,43.5276,-55.1233,47.3877
EPSG:4660: Helle 1954,-9.1500,70.8000,-7.9000,71.2000,-9.0978,70.7690,-7.8493,71.1692
EPSG:4670: IGM95,5.9500,34.4900,18.9700,47.1200,5.9500,34.4900,18.9700,47.1200
EPSG:4696: Kasai 1953,21.5000,-7.2500,24.0000,-5.0000,21.5000,-7.2500,24.0000,-5.0000
EPSG:4699: Le Pouce 1934,57.3000,-20.5000,57.8000,-19.9500,57.2930,-20.4970,57.7930,-19.9469
EPSG:4700: IGN Astro 1960,-20.4100,14.7300,-4.8100,27.3100,-20.4100,14.7300,-4.8100,27.3100
EPSG:4701: IGCB 1955,12.2100,-6.1000,16.5000,-3.9500,12.2112,-6.0990,16.5012,-3.9488
EPSG:4702: Mauritania 1999,-20.4100,14.7300,-4.8100,27.3100,-20.4100,14.7300,-4.8100,27.3100
EPSG:4703: Mhast 1951,12.1100,-5.7700,13.0900,-4.3900,12.1100,-5.7700,13.0900,-4.3900
EPSG:4704: Mhast (onshore),10.8500,-6.0000,13.1100,-4.3700,10.8500,-6.0000,13.1100,-4.3700
EPSG:4705: Mhast (offshore),10.8500,-6.0000,12.4300,-5.0300,10.8500,-6.0000,12.4300,-5.0300
EPSG:4706: Egypt Gulf of Suez S-650 TL,32.3000,27.3000,34.2500,29.9600,32.2982,27.2997,34.2482,29.9597
EPSG:4707: Tern Island 1961,-166.3300,23.6100,-166.0300,23.8800,-166.3314,23.6131,-166.0314,23.8831
EPSG:4708: Cocos Islands 1965,93.5400,-15.5400,102.4300,-5.8900,93.5354,-15.5440,102.4256,-5.8939
EPSG:4709: Iwo Jima 1945,141.2800,24.7400,141.3600,24.8230,141.2815,24.7426,141.3615,24.8256
EPSG:4710: St. Helena 1971,-5.8100,-16.0300,-5.6300,-15.8800,-5.8148,-16.0252,-5.6348,-15.8752
EPSG:4711: Marcus Island 1952,153.9500,24.2600,154.0100,24.3200,153.9485,24.2600,154.0085,24.3200
EPSG:4712: Ascension Island 1958,-14.4200,-7.9900,-14.2900,-7.8800,-14.4205,-7.9904,-14.2905,-7.8804
EPSG:4713: Ayabelle Lighthouse,41.7800,10.9400,44.0500,12.8300,41.7804,10.9396,44.0503,12.8298
EPSG:4714: Bellevue,168.1000,-19.7000,169.6400,-17.4000,168.0926,-19.7045,169.6327,-17.4044
EPSG:4715: Camp Area Astro,165.5000,-78.0000,167.0000,-77.0000,165.4935,-78.0014,166.9941,-77.0014
EPSG:4716: Phoenix Islands 1966,-174.2000,-4.6400,-171.3000,-2.7200,-174.2030,-4.6366,-171.3031,-2.7166
EPSG:4717: Cape Canaveral,-82.0000,20.8000,-72.7200,30.6900,-82.0002,20.7994,-72.7204,30.6898
EPSG:4718: Solomon 1968,154.0900,-13.2600,171.1000,-3.5000,154.0900,-13.2600,171.1000,-3.5000
EPSG:4719: Easter Island 1967,-109.4700,-27.2100,-109.2300,-27.0600,-109.4715,-27.2107,-109.2315,-27.0607
EPSG:4720: Fiji 1986,-176.1600,-25.1000,172.8700,-9.7900,-176.1600,-25.1000,172.8700,-9.7900
EPSG:4721: Fiji 1956,-179.5000,-18.5000,177.0000,-16.0000,-179.4964,-18.4981,177.0038,-15.9981
EPSG:4722: South Georgia 1968,-38.4600,-55.2200,-34.6300,-53.8000,-38.4539,-55.2141,-34.6244,-53.7940
EPSG:4723: Grand Cayman 1959,-81.4400,19.2600,-81.0800,19.4100,-81.4408,19.2599,-81.0808,19.4099
EPSG:4724: Diego Garcia 1969,72.3400,-7.4900,72.5000,-7.2100,72.3430,-7.4877,72.5030,-7.2078
EPSG:4725: Johnston Island 1961,-169.6300,16.0000,-169.3000,16.8100,-169.6310,16.0018,-169.3011,16.8118
EPSG:4726: Little Cayman 1961,-80.1000,19.6500,-79.7100,19.7600,-80.1000,19.6500,-79.7100,19.7600
EPSG:4727: Midway 1961,-177.4200,28.1800,-177.3000,28.2900,-177.4200,28.1800,-177.3000,28.2900
EPSG:4728: Pico de la Nieves,-18.6400,27.7200,-13.3000,29.4000,-18.6381,27.7185,-13.2984,29.3985
EPSG:4729: Pitcairn 1967,-130.1800,-25.1600,-129.9900,-25.0000,-130.1803,-25.1600,-129.9904,-25.0000
EPSG:4730: Santo 1965,166.5000,-17.4000,168.3100,-14.6100,166.5007,-17.4008,168.3107,-14.6108
EPSG:4731: Viti Levu 1916,177.0200,-18.6000,178.8700,-17.2600,177.0237,-18.6015,178.8737,-17.2614
EPSG:4732: Marshall Islands 1960,162.0300,8.6400,168.0000,19.3400,162.0307,8.6405,168.0007,19.3406
EPSG:4733: Wake Island 1952,166.5800,19.2600,166.6600,19.3400,166.5801,19.2584,166.6601,19.3384
EPSG:4734: Tristan 1968,-12.7300,-37.4300,-12.2100,-37.0500,-12.7333,-37.4225,-12.2133,-37.0425
EPSG:4735: Kusaie 1951,136.6600,4.0000,168.4300,12.7600,136.6756,4.0101,168.4472,12.7718
EPSG:4736: Deception Island,-61.0000,-64.1000,-60.1800,-62.8600,-61.0048,-64.1029,-60.1845,-62.8629
EPSG:4737: Korea 2000,122.5200,31.6000,132.1000,39.1600,122.5200,31.6000,132.1000,39.1600
EPSG:4738: Hong Kong 1963,113.8900,22.1600,114.5700,22.6200,113.8900,22.1600,114.5700,22.6200
EPSG:4739: Hong Kong 1963(67),113.8900,22.1600,114.5700,22.6200,113.8875,22.1615,114.5675,22.6215
EPSG:4740: PZ-90,-180.0000,-90.0000,180.0000,90.0000,0.0000,-90.0000,0.0000,90.0000
EPSG:4741: FD54,-7.7500,61.3300,-6.1800,62.4200,-7.7500,61.3300,-6.1800,62.4200
EPSG:4742: GDM2000,98.1200,0.8500,119.6800,10.0700,98.1200,0.8500,119.6800,10.0700
EPSG:4743: Karbala 1979 (Polservice),38.8200,29.0600,49.4000,37.4100,38.8231,29.0601,49.4031,37.4107
EPSG:4744: Nahrwan 1934,44.3000,29.7500,49.4000,33.5000,44.3000,29.7500,49.4000,33.5000
EPSG:4745: RD/83,11.8700,50.1500,15.0500,51.6900,11.8700,50.1500,15.0500,51.6900
EPSG:4746: PD/83,9.8700,50.1900,12.6500,51.6500,9.8700,50.1900,12.6500,51.6500
EPSG:4747: GR96,-75.1000,53.7000,5.3700,85.0500,-75.1000,53.7000,5.3700,85.0500
EPSG:4748: Vanua Levu 1915,-179.5000,-17.0500,178.2500,-16.0000,-179.4964,-17.0514,178.2537,-16.0012
EPSG:4749: RGNC91-93,157.0900,-23.4600,173.8900,-17.2600,157.0900,-23.4600,173.8900,-17.2600
EPSG:4750: ST87 Ouvea,166.3500,-20.7500,166.7000,-20.3500,166.3500,-20.7500,166.7000,-20.3500
EPSG:4751: Kertau (RSO),99.6400,1.2600,104.2900,6.7100,99.6400,1.2600,104.2900,6.7100
EPSG:4752: Viti Levu 1912,177.0200,-18.6000,178.8700,-17.2600,177.0237,-18.6015,178.8737,-17.2614
EPSG:4753: fk89,-7.7500,61.3300,-6.1800,62.4200,-7.7500,61.3300,-6.1800,62.4200
EPSG:4754: LGD2006,9.3100,19.5100,25.9800,36.0000,9.3107,19.5098,25.9801,35.9996
EPSG:4755: DGN95,91.6600,-13.0100,141.1000,7.9200,91.6600,-13.0100,141.1000,7.9200
EPSG:4756: VN-2000,102.2000,6.0000,113.3200,23.3900,102.2000,6.0000,113.3200,23.3900
EPSG:4757: SVY21,103.6200,1.1200,104.1600,1.4600,103.6200,1.1200,104.1600,1.4600
EPSG:4758: JAD2001,-80.7400,14.6300,-74.3800,19.4200,-80.7400,14.6300,-74.3800,19.4200
EPSG:4759: NAD83(NSRS2007),-67.0700,24.5300,172.4000,71.3500,-67.0700,24.5300,172.4000,71.3500
EPSG:4760: WGS 66,-180.0000,-90.0000,180.0000,90.0000,-180.0000,-90.0000,180.0000,90.0000
EPSG:4761: HTRS96,13.0200,42.3000,19.5000,46.5700,13.0200,42.3000,19.5000,46.5700
EPSG:4762: BDA2000,-68.2300,28.8700,-61.3400,35.7700,-68.2300,28.8700,-61.3400,35.7700
EPSG:4763: Pitcairn 2006,-130.1800,-25.1600,-129.9900,-25.0000,-130.1800,-25.1600,-129.9900,-25.0000
EPSG:4764: RSRGD2000,-140.0000,-90.0000,150.0000,-60.0000,-140.0000,-90.0000,150.0000,-60.0000
EPSG:4765: Slovenia 1996,13.3700,45.4400,16.6800,46.9100,13.3700,45.4400,16.6800,46.9100
EPSG:4801: Bern 1898 (Bern),5.9700,45.8300,10.4900,47.8100,-1.4696,45.8300,3.0504,47.8100
EPSG:4802: Bogota 1975 (Bogota),-79.0600,-4.2200,-66.9100,12.6500,-4.9791,-4.2200,7.1709,12.6500
EPSG:4803: Lisbon (Lisbon),-9.5000,37.0100,-6.1900,42.1500,-0.3681,37.0100,2.9419,42.1500
EPSG:4804: Makassar (Jakarta),117.6000,-7.9000,121.0000,2.0000,10.7897,-7.9021,14.1902,1.9989
EPSG:4805: MGI (Ferro),9.5300,40.8400,23.0000,49.0200,27.1967,40.8400,40.6667,49.0200
EPSG:4806: Monte Mario (Rome),5.9500,34.4900,18.9700,47.1200,-6.5023,34.4900,6.5177,47.1200
EPSG:4807: NTF (Paris),-5.2000,42.2500,8.2300,51.1000,-8.3737,46.9444,6.5481,56.7779
EPSG:4808: Padang (Jakarta),95.0000,-6.5000,108.5500,6.0000,-11.8077,-6.5000,1.7423,6.0000
EPSG:4809: Belge 1950 (Brussels),2.5400,49.5100,6.4000,51.5000,-1.8280,49.5100,2.0320,51.5000
EPSG:4810: Tananarive (Paris),43.2000,-25.6600,50.6000,-11.9000,45.4036,-28.5097,53.6254,-13.2211
EPSG:4811: Voirol 1875 (Paris),-2.9200,32.0000,9.0900,37.0900,-5.8384,35.5562,7.5060,41.2123
EPSG:4813: Batavia (Jakarta),105.1100,-8.7800,115.5700,-5.7300,-1.6977,-8.7800,8.7623,-5.7300
EPSG:4814: RT38 (Stockholm),10.5700,55.2500,24.1800,69.1000,-7.4883,55.2500,6.1217,69.1000
EPSG:4815: Greek (Athens),18.2700,33.2300,29.9700,41.7700,-5.4463,33.2300,6.2537,41.7700
EPSG:4816: Carthage (Paris),7.5000,30.2500,11.6300,37.3500,5.7364,33.6111,10.3253,41.5000
EPSG:4817: NGO 1948 (Oslo),4.6000,57.9500,32.0200,71.2000,-6.1188,57.9482,21.3063,71.2005
EPSG:4818: S-JTSK (Ferro),12.0900,47.7400,22.5600,51.0500,29.7567,47.7400,40.2267,51.0500
EPSG:4819: Nord Sahara 1959 (Paris),-13.1700,18.9800,11.9900,37.3400,-17.2303,21.0889,10.7253,41.4889
EPSG:4820: Segara (Jakarta),113.6900,-5.7200,119.6200,4.4000,6.8823,-5.7200,12.8123,4.4000
EPSG:4821: Voirol 1879 (Paris),-2.9200,32.0000,9.0900,37.0900,-5.8414,35.5556,7.5031,41.2111
EPSG:4901: ATF (Paris),-5.2000,42.2500,8.2300,51.1000,-7.5372,42.2500,5.8928,51.1000
EPSG:4902: NDG (Paris),6.8000,47.4000,8.2300,49.1000,4.9586,52.6667,6.5475,54.5556
EPSG:4903: Madrid 1870 (Madrid),-9.3000,35.9800,3.2700,43.8000,-5.6121,35.9800,6.9579,43.8000
EPSG:4904: Lisbon 1890 (Lisbon),-9.5000,37.0100,-6.1900,42.1500,-0.3681,37.0100,2.9419,42.1500
SR-ORG:6634: Czech S-JTSK GIS: ESRI:102067,10.1556,47.2726,20.7903,52.2353,-1104196.9818,-1398626.3325,-276590.4283,-758318.1159
SR-ORG:6635: Czech S-JTSK EPSG:2065,10.1556,47.2726,20.7903,52.2353,276590.4283,758318.1159,1104196.9818,1398626.3325
SR-ORG:6636: Czech S-42: EPSG:28403 - S-42 (Pulkovo 1942 / Gauss-KrÃ¼ger zone 3),10.5731,47.0335,23.3172,52.0194,3163659.8468,5220630.8271,4132144.0780,5798385.9761
SR-ORG:6640: GRS80 Korea TM,115.5762,30.6757,140.0977,42.9403,-898192.6797,-256153.1648,1460355.4161,1132644.6538
SR-ORG:6644: Australia Albers Equal Area Conic (134),84.7322,-49.3465,180.0000,4.6203,-5986452.2287,-6107951.2425,5934505.7364,-685066.1970
SR-ORG:6696: Landeskoordinaten Steiermark,12.8705,46.5211,16.5234,47.8279,-35464.2551,153633.1230,244832.6200,303736.2200
SR-ORG:6697: Selangor,-180.0000,-76.6798,180.0000,76.6798,1236878.6568,-10609044.9411,1248868.0017,9907112.7465
SR-ORG:6705: Canadian Wind Energy Atlas,-85.6424,39.7203,-71.0965,45.3795,1209680.4358,-5404797.7161,2696549.4148,-4270627.7098
SR-ORG:6714: ETRS89 / UTM zone 33N with leading 33,9.0445,52.8094,15.2737,55.0721,33098761.1869,5851103.6180,33518451.7518,6119030.1977
SR-ORG:6715: ETRS89 / UTM zone 32N with leading 32,9.0445,52.8094,15.2737,55.0721,32502841.1514,5851069.4313,32922656.6178,6120811.4730
SR-ORG:6731: GTM,-96.3391,11.9963,-84.0564,19.3941,-136790.5687,1333175.7337,1202958.5584,2157554.5960
SR-ORG:6750: test,126.7072,37.3687,127.2854,37.7497,126.7133,37.3632,127.2914,37.7442
SR-ORG:6754: EPSG:42304,-180.0000,-81.0932,-2.8125,70.1404,2334933.4415,-8836695.2079,111297081.8696,4576535.7038
SR-ORG:6776: SOSMA,-156.4453,-76.6798,156.4453,76.6798,-1437075.8768,-11394329.3223,-657215.7307,11394329.3223
SR-ORG:6777: Hungary S-42/Hu  Pulkovo 1942 / Gauss-Kruger zone 3,14.4031,44.1861,24.1150,49.4431,3452396.6566,4894814.6712,4229000.3417,5519129.1881
SR-ORG:6778: Hungary S-42/Hu  Pulkovo 1942 / Gauss-Kruger zone 4,15.0183,44.4416,24.7302,49.6747,3023907.2734,4929794.6993,3797088.3064,5522006.2859
SR-ORG:6796: NAD27_LCC_2SP_EL SALVDOR,-92.5049,11.4800,-85.1221,18.8959,117308.2319,43743.8966,923420.7167,865588.6881
SR-ORG:6837: shamshad,13.3594,-7.4060,32.8711,7.9287,13.3594,-7.4060,32.8711,7.9287
SR-ORG:6842: MODIS Sinusoidal,-180.0000,-82.3089,180.0000,89.6831,-2275822.9000,-9152341.5816,2097942.4893,9972315.0495
SR-ORG:6846: Lambert conformal secant 2 parallels italy,-180.0000,-76.6798,180.0000,76.6798,-50470579.2204,-14482689.5997,46129259.5161,6707333.8143
SR-ORG:6852: test of upload,-139.6582,8.0592,-51.9434,56.9450,-139.6582,8.0592,-51.9434,56.9450
SR-ORG:6866: Guatemala GTM (42500),-93.9880,10.0121,-84.0784,17.4764,117440.9349,1109001.3882,1205294.4685,1944178.9583
SR-ORG:6868: Guam Island,143.9154,12.9617,145.6815,13.8967,9442.4436,140598.4504,201068.4305,244090.9065
SR-ORG:6869: NAD_1983_HARN_WISCRS_Jackson_County_Feet,-91.4488,43.9642,-89.9602,44.6520,-70595.7135,-22819.4790,321381.7245,228632.0556
SR-ORG:6903: USA Contiguous Lambert Azmuthal Equal Area (USGS-EDC),-142.3828,5.9658,-54.4922,55.7766,-4785988.5722,-3183771.5468,5107621.8557,2019494.2545
SR-ORG:6922: DC-4,-103.0518,39.5718,-78.7939,50.4015,-2948835.3517,-2104469.0612,3899460.8116,1920131.4428
SR-ORG:6924: DHDN / Ferro - Deutsches Hauptdreiecksnetz,-18.1055,39.3683,45.5273,59.0857,-0.4425,39.3673,63.2013,59.0877
SR-ORG:6926: test1,-162.0703,-76.6798,162.0703,76.6798,-3821546.4221,-11147089.4252,-1380741.5786,4960620.6800
SR-ORG:6932: ttfm,-112.5055,56.7557,-110.7092,57.2790,-19600.6394,31230.6798,90228.2851,90448.6865
EPSG:20004: Pulkovo 1995 / Gauss-Kruger zone 4,19.2000,54.3200,22.9000,55.3000,4382874.9211,6023134.8290,4623631.2865,6132380.8830
EPSG:20005: Pulkovo 1995 / Gauss-Kruger zone 5,27.3400,55.7100,30.0000,69.4500,5513325.1251,6176435.2555,5688549.1855,7710639.4935
EPSG:20006: Pulkovo 1995 / Gauss-Kruger zone 6,30.0000,50.4200,36.0000,70.0000,6286807.0473,5591966.7260,6713192.9527,7771933.7807
EPSG:20007: Pulkovo 1995 / Gauss-Kruger zone 7,36.0000,43.2000,42.0000,69.1800,7256160.7666,4789395.3081,7743839.2334,7680550.6082
EPSG:20008: Pulkovo 1995 / Gauss-Kruger zone 8,42.0000,41.1700,48.0000,68.0000,8248224.3305,4563874.5849,8751775.6695,7549059.2645
EPSG:20009: Pulkovo 1995 / Gauss-Kruger zone 9,48.0000,41.4000,54.0000,73.3300,9249107.7811,4589423.2746,9750892.2189,8143099.9218
EPSG:20010: Pulkovo 1995 / Gauss-Kruger zone 10,54.0000,50.5000,60.0000,76.0000,10287166.6233,5600863.6047,10712833.3767,8440765.3226
EPSG:20011: Pulkovo 1995 / Gauss-Kruger zone 11,60.0000,50.6000,66.0000,76.6700,11287616.6806,5611984.8288,11712383.3194,8515468.2363
EPSG:20012: Pulkovo 1995 / Gauss-Kruger zone 12,66.0000,54.0500,72.0000,77.0000,12303533.0930,5995751.8106,12696466.9070,8552263.2779
EPSG:20013: Pulkovo 1995 / Gauss-Kruger zone 13,72.0000,53.2000,78.0000,73.0000,13299542.7688,5901185.3486,13700457.2312,8106313.5492
EPSG:20014: Pulkovo 1995 / Gauss-Kruger zone 14,78.0000,50.5000,84.0000,74.0000,14287166.6233,5600863.6047,14712833.3767,8217790.0266
EPSG:20015: Pulkovo 1995 / Gauss-Kruger zone 15,84.0000,49.1000,90.0000,76.0000,15280934.9670,5445181.1719,15719065.0330,8440765.3226
EPSG:20016: Pulkovo 1995 / Gauss-Kruger zone 16,90.0000,50.0000,96.0000,76.0000,16284926.1541,5545259.5812,16715073.8459,8440765.3226
EPSG:20017: Pulkovo 1995 / Gauss-Kruger zone 17,96.0000,49.7500,102.0000,77.0000,17283812.0913,5517458.8823,17716187.9087,8552263.2779
EPSG:20018: Pulkovo 1995 / Gauss-Kruger zone 18,102.0000,49.7000,108.0000,77.0000,18283589.7752,5511898.8477,18716410.2248,8552263.2779
EPSG:20019: Pulkovo 1995 / Gauss-Kruger zone 19,108.0000,49.1000,114.0000,76.5000,19280934.9670,5445181.1719,19719065.0330,8496513.4871
EPSG:20020: Pulkovo 1995 / Gauss-Kruger zone 20,114.0000,49.4500,120.0000,75.0000,20282480.6858,5484099.2012,20717519.3142,8329274.0935
EPSG:20021: Pulkovo 1995 / Gauss-Kruger zone 21,120.0000,51.4500,126.0000,74.0000,21291468.3270,5706520.8595,21708531.6730,8217790.0266
EPSG:20022: Pulkovo 1995 / Gauss-Kruger zone 22,126.0000,42.2500,132.0000,73.5000,22252407.8038,4683848.8104,22747592.1962,8162050.8128
EPSG:20023: Pulkovo 1995 / Gauss-Kruger zone 23,132.0000,42.6000,138.0000,76.0000,23253782.5778,4722732.8771,23746217.4222,8440765.3226
EPSG:20024: Pulkovo 1995 / Gauss-Kruger zone 24,138.0000,45.8000,144.0000,76.0000,24266773.1971,5078324.8348,24733226.8029,8440765.3226
EPSG:20025: Pulkovo 1995 / Gauss-Kruger zone 25,144.0000,44.3000,150.0000,76.0000,25260590.3351,4911623.0134,25739409.6649,8440765.3226
EPSG:20026: Pulkovo 1995 / Gauss-Kruger zone 26,150.0000,45.7500,156.0000,72.0000,26266564.4898,5072767.5926,26733435.5102,7994845.0790
EPSG:20027: Pulkovo 1995 / Gauss-Kruger zone 27,156.0000,50.3300,162.0000,71.0000,27286403.0245,5581957.8444,27713596.9755,7883385.0237
EPSG:20028: Pulkovo 1995 / Gauss-Kruger zone 28,162.0000,55.3300,168.0000,70.0000,28309623.9975,6138176.2047,28690376.0025,7771933.7807
EPSG:20029: Pulkovo 1995 / Gauss-Kruger zone 29,168.0000,59.8000,174.0000,71.0000,29331625.8455,6635717.6592,29668374.1545,7883385.0237
EPSG:20030: Pulkovo 1995 / Gauss-Kruger zone 30,174.0000,61.7000,180.0000,71.5000,30341299.0815,6847276.8402,30658700.9185,7939113.9744
EPSG:20031: Pulkovo 1995 / Gauss-Kruger zone 31,-180.0000,64.1500,-174.0000,71.5000,31354031.1506,7120140.0701,31645968.8494,7939113.9744
EPSG:20032: Pulkovo 1995 / Gauss-Kruger zone 32,-174.0000,64.1500,-168.2500,67.2000,32354031.1506,7119590.5849,32633810.8351,7459920.4242
EPSG:20064: Pulkovo 1995 / Gauss-Kruger 4N,19.2000,54.3200,22.9000,55.3000,382874.9211,6023134.8290,623631.2865,6132380.8830
EPSG:20065: Pulkovo 1995 / Gauss-Kruger 5N,27.3400,55.7100,30.0000,69.4500,513325.1251,6176435.2555,688549.1855,7710639.4935
EPSG:20066: Pulkovo 1995 / Gauss-Kruger 6N,30.0000,50.4200,36.0000,70.0000,286807.0473,5591966.7260,713192.9527,7771933.7807
EPSG:20067: Pulkovo 1995 / Gauss-Kruger 7N,36.0000,43.2000,42.0000,69.1800,256160.7666,4789395.3081,743839.2334,7680550.6082
EPSG:20068: Pulkovo 1995 / Gauss-Kruger 8N,42.0000,41.1700,48.0000,68.0000,248224.3305,4563874.5849,751775.6695,7549059.2645
EPSG:20069: Pulkovo 1995 / Gauss-Kruger 9N,48.0000,41.4000,54.0000,73.3300,249107.7811,4589423.2746,750892.2189,8143099.9218
EPSG:32044: NAD27 / Utah South,-114.0500,37.0000,-109.0500,38.5800,1255593.1705,130749.2277,2715639.1655,706651.6429
EPSG:32045: NAD27 / Vermont,-73.4400,42.7000,-71.5000,45.0000,247190.5576,74265.0249,768688.0546,912847.8139
EPSG:32046: NAD27 / Virginia North,-80.0500,37.7700,-76.5000,39.4500,1551875.7897,41368.3022,2578030.9299,655573.6991
EPSG:32047: NAD27 / Virginia South,-83.6800,36.5300,-75.1700,38.2700,478633.9465,88796.4271,2978179.7710,745922.3168
EPSG:32048: NAD27 / Washington North,-124.7500,47.0800,-117.0300,49.0000,1024763.0415,52647.4835,2947607.8044,753568.2155
EPSG:32049: NAD27 / Washington South,-124.5000,45.5500,-116.9000,47.9500,975870.1304,100114.2480,2922335.6147,979235.5866
EPSG:32050: NAD27 / West Virginia North,-81.7600,38.7500,-77.7300,40.6300,1355410.9612,95985.5582,2504739.7286,783726.0666
EPSG:32051: NAD27 / West Virginia South,-82.6500,37.2000,-79.0500,39.1800,1519354.3066,77067.8431,2567906.9496,799631.8007
EPSG:32052: NAD27 / Wisconsin North,-92.8800,45.3700,-88.0500,47.2900,1259967.6917,80308.4217,2501188.8146,787323.6569
EPSG:32053: NAD27 / Wisconsin Central,-92.8800,43.9800,-86.2500,46.0200,1242034.5407,66923.6965,2986877.7730,819263.6935
EPSG:32054: NAD27 / Wisconsin South,-91.4300,42.4900,-86.9000,44.3300,1614319.6364,181903.2761,2836037.0117,864332.1479
EPSG:32055: NAD27 / Wyoming East,-106.3300,41.0000,-104.0500,45.0000,179048.6787,123415.4173,808369.5688,1581404.4500
EPSG:32056: NAD27 / Wyoming East Central,-108.6200,41.0000,-106.0000,45.0000,145027.3621,124064.7350,868193.2922,1582086.7001
EPSG:32057: NAD27 / Wyoming West Central,-110.1700,41.0000,-107.5000,45.0000,108235.3136,123921.7151,845205.7123,1582479.4361
EPSG:32058: NAD27 / Wyoming West,-111.0500,41.0000,-109.0400,45.0000,233378.0163,122930.5824,788174.5568,1581000.5689
EPSG:32061: NAD27 / Guatemala Norte,-94.9500,15.8300,-83.8400,18.9200,5446.0198,188796.8061,1195527.6509,536245.5273
EPSG:32062: NAD27 / Guatemala Sur,-94.9500,11.1700,-83.8400,15.8300,-5229.3845,-81650.3511,1210554.4837,439022.4973
EPSG:32064: NAD27 / BLM 14N (ftUS),-96.9800,25.9700,-95.8700,27.6100,2294535.7274,9428200.8966,2668778.4473,10031842.9241
EPSG:32065: NAD27 / BLM 15N (ftUS),-95.9100,25.6100,-89.9100,28.6800,681600.4764,9302818.0543,2658626.5681,10420720.6314
