name,bound_xmin,bound_ymin,bound_xmax,bound_ymax,reprojected_bound_xmin,reprojected_bound_ymin,reprojected_bound_xmax,reprojected_bound_ymax
EPSG:2585: Pulkovo 1942 / 3-degree Gauss-Kruger CM 30E,28.5000,45.2100,31.5000,70.0000,382160.6844,5009465.6326,617839.3156,7769820.2063
EPSG:2586: Pulkovo 1942 / 3-degree Gauss-Kruger CM 33E,31.5000,44.3800,34.5000,71.0000,380458.9191,4917227.7226,619541.0809,7881360.6072
EPSG:2587: Pulkovo 1942 / 3-degree Gauss-Kruger CM 36E,34.5000,44.6700,37.5000,71.0000,381050.6614,4949454.0007,618949.3386,7881360.6072
EPSG:2588: Pulkovo 1942 / 3-degree Gauss-Kruger CM 39E,37.5000,43.1300,40.5000,70.0000,377943.7490,4778338.8585,622056.2510,7769820.2063
EPSG:2589: Pulkovo 1942 / 3-degree Gauss-Kruger CM 42E,40.5000,41.0200,43.5000,69.0000,373831.2422,4543958.7485,626168.7578,7658291.5838
EPSG:2590: Pulkovo 1942 / 3-degree Gauss-Kruger CM 45E,43.5000,38.8400,46.5000,70.0000,369762.8656,4301887.1571,630237.1344,7769820.2063
EPSG:2591: Pulkovo 1942 / 3-degree Gauss-Kruger CM 48E,46.5000,38.3100,49.5000,70.0000,368802.1405,4243047.6899,631197.8595,7769820.2063
EPSG:2592: Pulkovo 1942 / 3-degree Gauss-Kruger CM 51E,49.5000,38.2600,52.5000,74.0000,368712.0863,4237497.0534,631287.9137,8216047.4610
EPSG:2593: Pulkovo 1942 / 3-degree Gauss-Kruger CM 54E,52.5000,37.1000,55.5000,82.0000,366651.1244,4108734.6459,633348.8756,9108931.6430
EPSG:2594: Pulkovo 1942 / 3-degree Gauss-Kruger CM 57E,55.5000,37.2000,58.5000,82.0000,366826.6463,4119833.9234,633173.3537,9108931.6430
EPSG:2595: Pulkovo 1942 / 3-degree Gauss-Kruger CM 60E,58.5000,35.4000,61.5000,82.0000,363729.9966,3920073.5170,636270.0034,9108931.6430
EPSG:2596: Pulkovo 1942 / 3-degree Gauss-Kruger CM 63E,61.5000,34.9000,64.5000,82.0000,362893.6095,3864594.4239,637106.3905,9108931.6430
EPSG:2597: Pulkovo 1942 / 3-degree Gauss-Kruger CM 66E,64.5000,36.5000,67.5000,82.0000,365606.5660,4042142.6451,634393.4340,9108931.6430
EPSG:2598: Pulkovo 1942 / 3-degree Gauss-Kruger CM 69E,67.5000,36.7000,70.5000,78.0000,365953.1159,4064339.2821,634046.8841,8662429.9456
EPSG:2599: Pulkovo 1942 / 3-degree Gauss-Kruger CM 72E,70.5000,36.5000,73.5000,74.0000,365606.5660,4042142.6451,634393.4340,8216047.4610
EPSG:2600: Lietuvos Koordinoei Sistema 1994,21.0700,53.9200,26.8200,56.4800,307558.9492,5979501.3524,685218.1236,6264605.2052
EPSG:2601: Pulkovo 1942 / 3-degree Gauss-Kruger CM 75E,73.5000,36.4000,76.5000,74.0000,365433.9064,4031044.5873,634566.0936,8216047.4610
EPSG:2602: Pulkovo 1942 / 3-degree Gauss-Kruger CM 78E,76.5000,40.1000,79.5000,74.0000,372091.6014,4441789.7211,627908.3986,8216047.4610
EPSG:2603: Pulkovo 1942 / 3-degree Gauss-Kruger CM 81E,79.5000,41.5000,82.5000,74.0000,374751.8801,4597270.3740,625248.1199,8216047.4610
EPSG:2604: Pulkovo 1942 / 3-degree Gauss-Kruger CM 84E,82.5000,44.8000,85.5000,75.0000,381316.9213,4963900.7603,618683.0787,8327629.8888
EPSG:2605: Pulkovo 1942 / 3-degree Gauss-Kruger CM 87E,85.5000,46.9000,88.5000,76.0000,385702.2627,5197314.1136,614297.7373,8439221.4863
EPSG:2606: Pulkovo 1942 / 3-degree Gauss-Kruger CM 90E,88.5000,49.4500,91.5000,76.0000,391234.6007,5480852.2815,608765.3993,8439221.4863
EPSG:2607: Pulkovo 1942 / 3-degree Gauss-Kruger CM 93E,91.5000,50.0500,94.5000,81.0000,392568.2965,5547584.2122,607431.7035,8997297.1084
EPSG:2608: Pulkovo 1942 / 3-degree Gauss-Kruger CM 96E,94.5000,49.7500,97.5000,82.0000,391899.9545,5514217.4377,608100.0455,9108931.6430
EPSG:2609: Pulkovo 1942 / 3-degree Gauss-Kruger CM 99E,97.5000,49.8000,100.5000,82.0000,392011.1378,5519778.4545,607988.8622,9108931.6430
EPSG:2610: Pulkovo 1942 / 3-degree Gauss-Kruger CM 102E,100.5000,50.2000,103.5000,80.0000,392903.5824,5564268.2055,607096.4176,8885668.2453
EPSG:2611: Pulkovo 1942 / 3-degree Gauss-Kruger CM 105E,103.5000,50.1000,106.5000,80.0000,392679.9761,5553145.4985,607320.0239,8885668.2453
EPSG:2612: Pulkovo 1942 / 3-degree Gauss-Kruger CM 108E,106.5000,49.2500,109.5000,79.0000,390792.7005,5458609.7444,609207.2995,8774045.6586
EPSG:2613: Pulkovo 1942 / 3-degree Gauss-Kruger CM 111E,109.5000,49.1000,112.5000,78.0000,390462.1553,5441928.3147,609537.8447,8662429.9456
EPSG:2614: Pulkovo 1942 / 3-degree Gauss-Kruger CM 114E,112.5000,49.5000,115.5000,77.0000,391345.2847,5486413.0284,608654.7153,8550821.6951
EPSG:2615: Pulkovo 1942 / 3-degree Gauss-Kruger CM 117E,115.5000,49.4500,118.5000,75.0000,391234.6007,5480852.2815,608765.3993,8327629.8888
EPSG:2616: Pulkovo 1942 / 3-degree Gauss-Kruger CM 120E,118.5000,49.8500,121.5000,75.0000,392122.4040,5525339.5162,607877.5960,8327629.8888
EPSG:2617: Pulkovo 1942 / 3-degree Gauss-Kruger CM 123E,121.5000,53.2000,124.5000,74.0000,399761.6968,5898032.2447,600238.3032,8216047.4610
EPSG:2618: Pulkovo 1942 / 3-degree Gauss-Kruger CM 126E,124.5000,50.0000,127.5000,74.0000,392456.6994,5542022.9709,607543.3006,8216047.4610
EPSG:2619: Pulkovo 1942 / 3-degree Gauss-Kruger CM 129E,127.5000,48.8300,130.5000,74.0000,389869.0827,5411902.7645,610130.9173,8216047.4610
EPSG:2620: Pulkovo 1942 / 3-degree Gauss-Kruger CM 132E,130.5000,42.2500,133.5000,74.0000,376208.0334,4680578.1180,623791.9666,8216047.4610
EPSG:2621: Pulkovo 1942 / 3-degree Gauss-Kruger CM 135E,133.5000,42.6000,136.5000,78.0000,376894.8820,4719458.5490,623105.1180,8662429.9456
EPSG:2622: Pulkovo 1942 / 3-degree Gauss-Kruger CM 138E,136.5000,44.6000,139.5000,78.0000,380907.5458,4941675.1038,619092.4542,8662429.9456
EPSG:2623: Pulkovo 1942 / 3-degree Gauss-Kruger CM 141E,139.5000,45.8000,142.5000,76.0000,383385.5252,5075039.9659,616614.4748,8439221.4863
EPSG:2624: Pulkovo 1942 / 3-degree Gauss-Kruger CM 144E,142.5000,45.9000,145.5000,76.0000,383594.3624,5086154.8877,616405.6376,8439221.4863
EPSG:2625: Pulkovo 1942 / 3-degree Gauss-Kruger CM 147E,145.5000,44.3000,148.5000,76.0000,380296.2213,4908337.9841,619703.7787,8439221.4863
EPSG:2626: Pulkovo 1942 / 3-degree Gauss-Kruger CM 150E,148.5000,44.9000,151.5000,76.0000,381522.1550,4975013.8616,618477.8450,8439221.4863
EPSG:2627: Pulkovo 1942 / 3-degree Gauss-Kruger CM 153E,151.5000,45.7500,154.5000,72.0000,383281.2406,5069482.5732,616718.7594,7992912.2914
EPSG:2628: Pulkovo 1942 / 3-degree Gauss-Kruger CM 156E,154.5000,48.9000,157.5000,72.0000,390022.6061,5419687.0401,609977.3939,7992912.2914
EPSG:2629: Pulkovo 1942 / 3-degree Gauss-Kruger CM 159E,157.5000,51.3300,160.5000,72.0000,395453.0368,5689967.2308,604546.9632,7992912.2914
EPSG:2630: Pulkovo 1942 / 3-degree Gauss-Kruger CM 162E,160.5000,54.3300,163.5000,72.0000,402417.8778,6023791.1105,597582.1222,7992912.2914
EPSG:2631: Pulkovo 1942 / 3-degree Gauss-Kruger CM 165E,163.5000,58.5000,166.5000,70.0000,412543.5873,6488063.3445,587456.4127,7769820.2063
EPSG:2632: Pulkovo 1942 / 3-degree Gauss-Kruger CM 168E,166.5000,59.8000,169.5000,70.0000,415798.6690,6632859.2800,584201.3310,7769820.2063
EPSG:2633: Pulkovo 1942 / 3-degree Gauss-Kruger CM 171E,169.5000,59.8000,172.5000,71.0000,415798.6690,6632859.2800,584201.3310,7881360.6072
EPSG:2634: Pulkovo 1942 / 3-degree Gauss-Kruger CM 174E,172.5000,60.0000,175.5000,71.0000,416303.3881,6655137.9791,583696.6119,7881360.6072
EPSG:2635: Pulkovo 1942 / 3-degree Gauss-Kruger CM 177E,175.5000,60.0000,178.5000,71.5000,416303.3881,6655137.9791,583696.6119,7937135.0704
EPSG:2636: Pulkovo 1942 / 3-degree Gauss-Kruger CM 180E,-178.5000,60.0000,178.5000,71.5000,416303.3881,6655137.9791,583696.6119,7937135.0704
EPSG:2637: Pulkovo 1942 / 3-degree Gauss-Kruger CM 177W,-178.5000,60.0000,-175.5000,71.5000,416303.3881,6655137.9791,583696.6119,7937135.0704
EPSG:2638: Pulkovo 1942 / 3-degree Gauss-Kruger CM 174W,-175.5000,60.0000,-172.5000,71.5000,416303.3881,6655137.9791,583696.6119,7937135.0704
EPSG:2639: Pulkovo 1942 / 3-degree Gauss-Kruger CM 171W,-172.5000,60.0000,-169.5000,71.0000,416303.3881,6655137.9791,583696.6119,7881360.6072
EPSG:2640: Pulkovo 1942 / 3-degree Gauss-Kruger CM 168W,-169.5000,60.0000,-166.5000,67.0000,416303.3881,6655137.9791,583696.6119,7435271.5797
EPSG:2641: Pulkovo 1995 / 3-degree Gauss-Kruger zone 7,19.5000,54.3200,22.5000,55.3000,7402394.2021,6022678.1030,7597605.7979,6131761.0362
EPSG:2642: Pulkovo 1995 / 3-degree Gauss-Kruger zone 8,22.5000,54.3400,22.9000,55.0700,8402441.5565,6024424.4654,8429729.3790,6106158.4579
EPSG:2643: Pulkovo 1995 / 3-degree Gauss-Kruger zone 9,27.3400,56.0600,28.5000,70.0000,9512983.5800,6215404.5677,9593441.6483,7769820.2063
EPSG:2644: Pulkovo 1995 / 3-degree Gauss-Kruger zone 10,28.5000,52.8800,31.5000,70.0000,10399016.6128,5862423.1648,10600983.3872,7769820.2063
EPSG:2645: Pulkovo 1995 / 3-degree Gauss-Kruger zone 11,31.5000,51.2400,34.5000,70.0000,11395248.4662,5679954.9687,11604751.5338,7769820.2063
EPSG:2646: Pulkovo 1995 / 3-degree Gauss-Kruger zone 12,34.5000,44.6000,37.5000,70.0000,12380907.5458,4941675.1038,12619092.4542,7769820.2063
EPSG:2647: Pulkovo 1995 / 3-degree Gauss-Kruger zone 13,37.5000,43.3600,40.5000,68.0000,13378402.1900,4803892.2774,13621597.8100,7546775.2199
EPSG:2648: Pulkovo 1995 / 3-degree Gauss-Kruger zone 14,40.5000,42.8000,43.5000,68.0000,14377289.4417,4741676.9350,14622710.5583,7546775.2199
EPSG:2649: Pulkovo 1995 / 3-degree Gauss-Kruger zone 15,43.5000,41.8500,46.5000,68.0000,15375428.7499,4636146.0556,15624571.2501,7546775.2199
EPSG:2650: Pulkovo 1995 / 3-degree Gauss-Kruger zone 16,46.5000,41.1700,49.5000,73.0000,16374117.9890,4560618.1853,16625882.0110,8104474.7501
EPSG:2651: Pulkovo 1995 / 3-degree Gauss-Kruger zone 17,49.5000,50.9000,52.5000,74.0000,17394478.0011,5642132.1700,17605521.9989,8216047.4610
EPSG:2652: Pulkovo 1995 / 3-degree Gauss-Kruger zone 18,52.5000,50.5000,55.5000,75.0000,18393576.3728,5597637.4022,18606423.6272,8327629.8888
EPSG:2653: Pulkovo 1995 / 3-degree Gauss-Kruger zone 19,55.5000,50.5500,58.5000,76.0000,19393688.7911,5603199.0917,19606311.2089,8439221.4863
EPSG:2654: Pulkovo 1995 / 3-degree Gauss-Kruger zone 20,58.5000,50.5000,61.5000,76.0000,20393576.3728,5597637.4022,20606423.6272,8439221.4863
EPSG:2655: Pulkovo 1995 / 3-degree Gauss-Kruger zone 21,61.5000,50.8000,64.5000,77.0000,21394252.1059,5631008.2100,21605747.8941,8550821.6951
EPSG:2656: Pulkovo 1995 / 3-degree Gauss-Kruger zone 22,64.5000,54.3000,67.5000,77.0000,22402346.8597,6020452.0930,22597653.1403,8550821.6951
EPSG:2657: Pulkovo 1995 / 3-degree Gauss-Kruger zone 23,67.5000,58.8000,70.5000,75.0000,23413290.7769,6521475.3718,23586709.2231,8327629.8888
EPSG:2658: Pulkovo 1995 / 3-degree Gauss-Kruger zone 24,70.5000,53.4000,73.5000,74.0000,24400228.9791,5920288.8303,24599771.0209,8216047.4610
EPSG:2659: Pulkovo 1995 / 3-degree Gauss-Kruger zone 25,73.5000,53.4500,76.5000,73.0000,25400345.9917,5925853.0860,25599654.0083,8104474.7501
EPSG:2660: Pulkovo 1995 / 3-degree Gauss-Kruger zone 26,76.5000,51.5000,79.5000,74.0000,26395840.1579,5708879.6747,26604159.8421,8216047.4610
EPSG:2661: Pulkovo 1995 / 3-degree Gauss-Kruger zone 27,79.5000,50.7000,82.5000,75.0000,27394026.5357,5619884.4286,27605973.4643,8327629.8888
EPSG:2662: Pulkovo 1995 / 3-degree Gauss-Kruger zone 28,82.5000,49.5000,85.5000,76.0000,28391345.2847,5486413.0284,28608654.7153,8439221.4863
EPSG:2663: Pulkovo 1995 / 3-degree Gauss-Kruger zone 29,85.5000,49.1000,88.5000,76.0000,29390462.1553,5441928.3147,29609537.8447,8439221.4863
EPSG:2664: Pulkovo 1995 / 3-degree Gauss-Kruger zone 30,88.5000,49.4500,91.5000,76.0000,30391234.6007,5480852.2815,30608765.3993,8439221.4863
EPSG:2665: Pulkovo 1995 / 3-degree Gauss-Kruger zone 31,91.5000,50.0500,94.5000,81.0000,31392568.2965,5547584.2122,31607431.7035,8997297.1084
EPSG:2666: Pulkovo 1995 / 3-degree Gauss-Kruger zone 32,94.5000,49.7500,97.5000,82.0000,32391899.9545,5514217.4377,32608100.0455,9108931.6430
EPSG:2667: Pulkovo 1995 / 3-degree Gauss-Kruger zone 33,97.5000,49.8000,100.5000,82.0000,33392011.1378,5519778.4545,33607988.8622,9108931.6430
EPSG:2668: Pulkovo 1995 / 3-degree Gauss-Kruger zone 34,100.5000,50.2000,103.5000,80.0000,34392903.5824,5564268.2055,34607096.4176,8885668.2453
EPSG:2669: Pulkovo 1995 / 3-degree Gauss-Kruger zone 35,103.5000,50.1000,106.5000,80.0000,35392679.9761,5553145.4985,35607320.0239,8885668.2453
EPSG:2670: Pulkovo 1995 / 3-degree Gauss-Kruger zone 36,106.5000,49.2500,109.5000,79.0000,36390792.7005,5458609.7444,36609207.2995,8774045.6586
EPSG:2671: Pulkovo 1995 / 3-degree Gauss-Kruger zone 37,109.5000,49.1000,112.5000,78.0000,37390462.1553,5441928.3147,37609537.8447,8662429.9456
EPSG:2672: Pulkovo 1995 / 3-degree Gauss-Kruger zone 38,112.5000,49.5000,115.5000,77.0000,38391345.2847,5486413.0284,38608654.7153,8550821.6951
EPSG:2673: Pulkovo 1995 / 3-degree Gauss-Kruger zone 39,115.5000,49.4500,118.5000,75.0000,39391234.6007,5480852.2815,39608765.3993,8327629.8888
EPSG:2674: Pulkovo 1995 / 3-degree Gauss-Kruger zone 40,118.5000,49.8500,121.5000,75.0000,40392122.4040,5525339.5162,40607877.5960,8327629.8888
EPSG:2675: Pulkovo 1995 / 3-degree Gauss-Kruger zone 41,121.5000,53.2000,124.5000,74.0000,41399761.6968,5898032.2447,41600238.3032,8216047.4610
EPSG:2676: Pulkovo 1995 / 3-degree Gauss-Kruger zone 42,124.5000,50.0000,127.5000,74.0000,42392456.6994,5542022.9709,42607543.3006,8216047.4610
EPSG:2677: Pulkovo 1995 / 3-degree Gauss-Kruger zone 43,127.5000,48.8300,130.5000,74.0000,43389869.0827,5411902.7645,43610130.9173,8216047.4610
EPSG:2678: Pulkovo 1995 / 3-degree Gauss-Kruger zone 44,130.5000,42.2500,133.5000,74.0000,44376208.0334,4680578.1180,44623791.9666,8216047.4610
EPSG:2679: Pulkovo 1995 / 3-degree Gauss-Kruger zone 45,133.5000,42.6000,136.5000,78.0000,45376894.8820,4719458.5490,45623105.1180,8662429.9456
EPSG:2680: Pulkovo 1995 / 3-degree Gauss-Kruger zone 46,136.5000,44.6000,139.5000,78.0000,46380907.5458,4941675.1038,46619092.4542,8662429.9456
EPSG:2681: Pulkovo 1995 / 3-degree Gauss-Kruger zone 47,139.5000,45.8000,142.5000,76.0000,47383385.5252,5075039.9659,47616614.4748,8439221.4863
EPSG:2682: Pulkovo 1995 / 3-degree Gauss-Kruger zone 48,142.5000,45.9000,145.5000,76.0000,48383594.3624,5086154.8877,48616405.6376,8439221.4863
EPSG:2683: Pulkovo 1995 / 3-degree Gauss-Kruger zone 49,145.5000,44.3000,148.5000,76.0000,49380296.2213,4908337.9841,49619703.7787,8439221.4863
EPSG:2684: Pulkovo 1995 / 3-degree Gauss-Kruger zone 50,148.5000,44.9000,151.5000,76.0000,50381522.1550,4975013.8616,50618477.8450,8439221.4863
EPSG:2685: Pulkovo 1995 / 3-degree Gauss-Kruger zone 51,151.5000,45.7500,154.5000,72.0000,51383281.2406,5069482.5732,51616718.7594,7992912.2914
EPSG:2686: Pulkovo 1995 / 3-degree Gauss-Kruger zone 52,154.5000,48.9000,157.5000,72.0000,52390022.6061,5419687.0401,52609977.3939,7992912.2914
EPSG:2687: Pulkovo 1995 / 3-degree Gauss-Kruger zone 53,157.5000,51.3300,160.5000,72.0000,53395453.0368,5689967.2308,53604546.9632,7992912.2914
EPSG:2688: Pulkovo 1995 / 3-degree Gauss-Kruger zone 54,160.5000,54.3300,163.5000,72.0000,54402417.8778,6023791.1105,54597582.1222,7992912.2914
EPSG:2689: Pulkovo 1995 / 3-degree Gauss-Kruger zone 55,163.5000,58.5000,166.5000,70.0000,55412543.5873,6488063.3445,55587456.4127,7769820.2063
EPSG:2690: Pulkovo 1995 / 3-degree Gauss-Kruger zone 56,166.5000,59.8000,169.5000,70.0000,56415798.6690,6632859.2800,56584201.3310,7769820.2063
EPSG:2691: Pulkovo 1995 / 3-degree Gauss-Kruger zone 57,169.5000,59.8000,172.5000,71.0000,57415798.6690,6632859.2800,57584201.3310,7881360.6072
EPSG:2692: Pulkovo 1995 / 3-degree Gauss-Kruger zone 58,172.5000,60.0000,175.5000,71.0000,58416303.3881,6655137.9791,58583696.6119,7881360.6072
EPSG:2693: Pulkovo 1995 / 3-degree Gauss-Kruger zone 59,175.5000,60.0000,178.5000,71.5000,59416303.3881,6655137.9791,59583696.6119,7937135.0704
EPSG:2694: Pulkovo 1995 / 3-degree Gauss-Kruger zone 60,-178.5000,60.0000,178.5000,71.5000,59916303.3881,6655137.9791,60083696.6119,7937135.0704
EPSG:2695: Pulkovo 1995 / 3-degree Gauss-Kruger zone 61,-178.5000,60.0000,-175.5000,71.5000,61416303.3881,6655137.9791,61583696.6119,7937135.0704
EPSG:2696: Pulkovo 1995 / 3-degree Gauss-Kruger zone 62,-175.5000,60.0000,-172.5000,71.5000,62416303.3881,6655137.9791,62583696.6119,7937135.0704
EPSG:2697: Pulkovo 1995 / 3-degree Gauss-Kruger zone 63,-172.5000,60.0000,-169.5000,71.0000,63416303.3881,6655137.9791,63583696.6119,7881360.6072
EPSG:2698: Pulkovo 1995 / 3-degree Gauss-Kruger zone 64,-169.5000,60.0000,-166.5000,67.0000,64416303.3881,6655137.9791,64583696.6119,7435271.5797
EPSG:2699: Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E,19.5000,54.3200,22.5000,55.3000,402394.2021,6022678.1030,597605.7979,6131761.0362
EPSG:2700: Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E,22.5000,54.3400,22.9000,55.0700,402441.5565,6024424.4654,429729.3790,6106158.4579
EPSG:2701: Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E,27.3400,56.0600,28.5000,70.0000,512983.5800,6215404.5677,593441.6483,7769820.2063
EPSG:2702: Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E,28.5000,52.8800,31.5000,70.0000,399016.6128,5862423.1648,600983.3872,7769820.2063
EPSG:2703: Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E,31.5000,51.2400,34.5000,70.0000,395248.4662,5679954.9687,604751.5338,7769820.2063
EPSG:2704: Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E,34.5000,44.6000,37.5000,70.0000,380907.5458,4941675.1038,619092.4542,7769820.2063
EPSG:2705: Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E,37.5000,43.3600,40.5000,68.0000,378402.1900,4803892.2774,621597.8100,7546775.2199
EPSG:2706: Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E,40.5000,42.8000,43.5000,68.0000,377289.4417,4741676.9350,622710.5583,7546775.2199
EPSG:2707: Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E,43.5000,41.8500,46.5000,68.0000,375428.7499,4636146.0556,624571.2501,7546775.2199
EPSG:2708: Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E,46.5000,41.1700,49.5000,73.0000,374117.9890,4560618.1853,625882.0110,8104474.7501
EPSG:2709: Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E,49.5000,50.9000,52.5000,74.0000,394478.0011,5642132.1700,605521.9989,8216047.4610
EPSG:2710: Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E,52.5000,50.5000,55.5000,75.0000,393576.3728,5597637.4022,606423.6272,8327629.8888
EPSG:2711: Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E,55.5000,50.5500,58.5000,76.0000,393688.7911,5603199.0917,606311.2089,8439221.4863
EPSG:2712: Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E,58.5000,50.5000,61.5000,76.0000,393576.3728,5597637.4022,606423.6272,8439221.4863
EPSG:2713: Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E,61.5000,50.8000,64.5000,77.0000,394252.1059,5631008.2100,605747.8941,8550821.6951
EPSG:2714: Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E,64.5000,54.3000,67.5000,77.0000,402346.8597,6020452.0930,597653.1403,8550821.6951
EPSG:2715: Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E,67.5000,58.8000,70.5000,75.0000,413290.7769,6521475.3718,586709.2231,8327629.8888
EPSG:2716: Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E,70.5000,53.4000,73.5000,74.0000,400228.9791,5920288.8303,599771.0209,8216047.4610
EPSG:2717: Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E,73.5000,53.4500,76.5000,73.0000,400345.9917,5925853.0860,599654.0083,8104474.7501
EPSG:2718: Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E,76.5000,51.5000,79.5000,74.0000,395840.1579,5708879.6747,604159.8421,8216047.4610
EPSG:2719: Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E,79.5000,50.7000,82.5000,75.0000,394026.5357,5619884.4286,605973.4643,8327629.8888
EPSG:2720: Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E,82.5000,49.5000,85.5000,76.0000,391345.2847,5486413.0284,608654.7153,8439221.4863
EPSG:2721: Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E,85.5000,49.1000,88.5000,76.0000,390462.1553,5441928.3147,609537.8447,8439221.4863
EPSG:2722: Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E,88.5000,49.4500,91.5000,76.0000,391234.6007,5480852.2815,608765.3993,8439221.4863
EPSG:2723: Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E,91.5000,50.0500,94.5000,81.0000,392568.2965,5547584.2122,607431.7035,8997297.1084
EPSG:2724: Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E,94.5000,49.7500,97.5000,82.0000,391899.9545,5514217.4377,608100.0455,9108931.6430
EPSG:2725: Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E,97.5000,49.8000,100.5000,82.0000,392011.1378,5519778.4545,607988.8622,9108931.6430
EPSG:2726: Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E,100.5000,50.2000,103.5000,80.0000,392903.5824,5564268.2055,607096.4176,8885668.2453
EPSG:2727: Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E,103.5000,50.1000,106.5000,80.0000,392679.9761,5553145.4985,607320.0239,8885668.2453
EPSG:2728: Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E,106.5000,49.2500,109.5000,79.0000,390792.7005,5458609.7444,609207.2995,8774045.6586
EPSG:2729: Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E,109.5000,49.1000,112.5000,78.0000,390462.1553,5441928.3147,609537.8447,8662429.9456
EPSG:2730: Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E,112.5000,49.5000,115.5000,77.0000,391345.2847,5486413.0284,608654.7153,8550821.6951
EPSG:2731: Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E,115.5000,49.4500,118.5000,75.0000,391234.6007,5480852.2815,608765.3993,8327629.8888
EPSG:2732: Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E,118.5000,49.8500,121.5000,75.0000,392122.4040,5525339.5162,607877.5960,8327629.8888
EPSG:2733: Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E,121.5000,53.2000,124.5000,74.0000,399761.6968,5898032.2447,600238.3032,8216047.4610
EPSG:2734: Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E,124.5000,50.0000,127.5000,74.0000,392456.6994,5542022.9709,607543.3006,8216047.4610
EPSG:2735: Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E,127.5000,48.8300,130.5000,74.0000,389869.0827,5411902.7645,610130.9173,8216047.4610
EPSG:2736: Tete / UTM zone 36S,30.2300,-26.8800,36.0000,-11.4000,197696.8370,7023492.4699,827424.6372,8738425.2594
EPSG:2737: Tete / UTM zone 37S,36.0000,-19.0000,42.0000,-9.5600,170633.6899,7896604.3870,829366.3101,8941868.2096
EPSG:2738: Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E,130.5000,42.2500,133.5000,74.0000,376208.0334,4680578.1180,623791.9666,8216047.4610
EPSG:2739: Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E,133.5000,42.6000,136.5000,78.0000,376894.8820,4719458.5490,623105.1180,8662429.9456
EPSG:2740: Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E,136.5000,44.6000,139.5000,78.0000,380907.5458,4941675.1038,619092.4542,8662429.9456
EPSG:2741: Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E,139.5000,45.8000,142.5000,76.0000,383385.5252,5075039.9659,616614.4748,8439221.4863
EPSG:2742: Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E,142.5000,45.9000,145.5000,76.0000,383594.3624,5086154.8877,616405.6376,8439221.4863
